customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,poly_tenure^2,poly_tenure MonthlyCharges,poly_tenure TotalCharges,poly_MonthlyCharges^2,poly_MonthlyCharges TotalCharges,poly_TotalCharges^2,tenure_x_monthly,monthly_x_total,tenure_x_total,AvgMonthlyCharge,ServiceDiversityScore,StabilityIndex,log_TotalCharges,normalized_tenure,normalized_ServiceDiversityScore,normalized_StabilityIndex,standardized_MonthlyCharges,standardized_AvgMonthlyCharge,onehot_InternetService_Fiber optic,onehot_InternetService_No,onehot_PaymentMethod_Credit card (automatic),onehot_PaymentMethod_Electronic check,onehot_PaymentMethod_Mailed check,label_Contract,freq_gender,freq_PaymentMethod,equal_width_MonthlyCharges,equal_freq_TotalCharges,custom_tenure_bins,binned_equal_width_MonthlyCharges_0.0,binned_equal_width_MonthlyCharges_1.0,binned_equal_width_MonthlyCharges_2.0,binned_equal_width_MonthlyCharges_3.0,binned_equal_width_MonthlyCharges_4.0,binned_equal_freq_TotalCharges_0.0,binned_equal_freq_TotalCharges_1.0,binned_equal_freq_TotalCharges_2.0,binned_equal_freq_TotalCharges_3.0,binned_custom_tenure_bins_0,binned_custom_tenure_bins_1,binned_custom_tenure_bins_2,binned_custom_tenure_bins_3,binned_custom_tenure_bins_4
3896-ZVNET,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,No,576.0,592.8,13722.0,610.0899999999999,14122.225,326898.0625,592.8,14122.225,13722.0,23.822916666666668,2,48.0,6.350449321333605,0.323943661971831,0.125,0.3286713286713287,-1.338582405686831,-1.3622786227951171,False,True,False,False,True,2,0.4981333333333333,0.22542222222222222,0.0,1.0,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False
4342-HFXWS,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),69.7,3023.65,No,2304.0,3345.6000000000004,145135.2,4858.09,210748.40500000003,9142459.3225,3345.6000000000004,210748.40500000003,145135.2,62.99270833333333,6,72.0,8.014550661291555,0.6619718309859155,0.625,0.49650349650349657,0.15613797418829067,-0.06626881848452647,False,False,False,False,False,1,0.4981333333333333,0.21955555555555556,2.0,2.0,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3078-ZKNTS,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.75,246.7,No,169.0,256.75,3207.1,390.0625,4872.325,60860.88999999999,256.75,4872.325,3207.1,18.976923076923075,1,26.0,5.512218336495314,0.16901408450704225,0.0,0.17482517482517482,-1.5030016474730943,-1.5226178775294898,False,True,False,False,False,2,0.4981333333333333,0.21955555555555556,0.0,0.0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False
8000-REIQB,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,1.0,69.95,69.95,4893.0025000000005,4893.0025000000005,4893.0025000000005,69.95,4893.0025000000005,69.95,69.95,2,1.0,4.261975403606051,0.0,0.125,0.0,0.16444197629870802,0.1639268968304867,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,2.0,0.0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False
6705-LNMDD,Male,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,1003.05,No,400.0,1000.0,20061.0,2500.0,50152.5,1006109.3024999999,1000.0,50152.5,20061.0,50.152499999999996,3,20.0,6.911797099808469,0.26760563380281693,0.25,0.13286713286713286,-0.49821739211259597,-0.49111243345713324,False,False,False,False,True,0,0.5018666666666667,0.22542222222222222,1.0,1.0,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False
3440-JPSCL,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,Yes,36.0,599.7,3285.8999999999996,9990.0025,54737.6175,299920.52249999996,599.7,54737.6175,3285.8999999999996,91.27499999999999,6,6.0,6.307460715436808,0.07042253521126761,0.625,0.03496503496503497,1.160922229548789,0.8695065770114935,True,False,False,False,True,0,0.4981333333333333,0.22542222222222222,4.0,1.0,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False
3838-OZURD,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Yes,4356.0,6930.0,470794.5,11025.0,748991.25,50883255.5625,6930.0,748991.25,470794.5,108.07954545454545,7,66.0,8.872662408758712,0.9154929577464789,0.75,0.4545454545454546,1.3286630721792192,1.4255181037362479,True,False,True,False,False,0,0.5018666666666667,0.216,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1555-DJEQW,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,Yes,4900.0,7994.0,540673.0,13041.640000000001,882069.38,59658631.20999999,7994.0,882069.38,540673.0,110.34142857142857,9,140.0,8.95220415669834,0.971830985915493,1.0,0.9720279720279721,1.6342503498425776,1.5003569673337722,True,False,False,False,False,2,0.4981333333333333,0.21955555555555556,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2400-FEQME,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,No,3025.0,1127.5,64787.25,420.25,24147.975000000002,1387566.2025000001,1127.5,24147.975000000002,64787.25,21.417272727272728,1,110.0,7.072379490817057,0.7605633802816901,0.0,0.7622377622377623,-1.4780896411418423,-1.4418740967171313,False,True,False,False,True,2,0.5018666666666667,0.22542222222222222,0.0,1.0,4,True,False,False,False,False,False,True,False,False,False,False,False,False,True
8577-QSOCG,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,746.05,No,1444.0,767.6,28349.899999999998,408.03999999999996,15070.21,556590.6024999999,767.6,15070.21,28349.899999999998,19.632894736842104,1,76.0,6.616132117297094,0.5211267605633804,0.0,0.5244755244755245,-1.488054443674343,-1.50091376151479,False,True,False,False,True,2,0.4981333333333333,0.22542222222222222,0.0,1.0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1257-SXUXQ,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,86.05,No,25.0,97.25,430.25,378.30249999999995,1673.6725,7404.6025,97.25,1673.6725,430.25,17.21,1,5.0,4.466482666214198,0.056338028169014086,0.0,0.027972027972027975,-1.512966450005595,-1.5810800120907944,False,True,False,False,True,0,0.5018666666666667,0.22542222222222222,0.0,0.0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3538-WZPHD,Male,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,79.45,Yes,9.0,88.80000000000001,238.35000000000002,876.1600000000001,2351.7200000000003,6312.302500000001,88.80000000000001,2351.7200000000003,238.35000000000002,26.483333333333334,2,3.0,4.387635873438392,0.02816901408450704,0.125,0.013986013986013988,-1.1758239643226511,-1.274253490752215,False,False,False,True,False,0,0.5018666666666667,0.3390222222222222,0.0,0.0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False
4018-PPNDW,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,No,3721.0,1470.1000000000001,94647.59999999999,580.8100000000001,37393.56,2407462.5599999996,1470.1000000000001,37393.56,94647.59999999999,25.43606557377049,2,122.0,7.34768622397158,0.8450704225352113,0.125,0.8461538461538461,-1.3585120107518325,-1.3089044099013936,False,True,False,False,True,2,0.4981333333333333,0.22542222222222222,0.0,2.0,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True
5148-HKFIR,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,406.95,No,400.0,394.0,8139.0,388.09,8016.914999999999,165608.3025,394.0,8016.914999999999,8139.0,20.3475,1,40.0,6.011144617874809,0.26760563380281693,0.0,0.27272727272727276,-1.5046624478951778,-1.4772696371051952,False,True,False,False,True,2,0.4981333333333333,0.22542222222222222,0.0,0.0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False
5201-CBWYG,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.8,1476.25,No,3844.0,1537.6000000000001,91527.5,615.0400000000001,36611.0,2179314.0625,1537.6000000000001,36611.0,91527.5,23.81048387096774,2,93.0,7.297937530225784,0.8591549295774649,0.125,0.6433566433566433,-1.3352608048426642,-1.3626899863596191,False,True,False,False,False,1,0.5018666666666667,0.21955555555555556,0.0,2.0,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True
8515-OCTJS,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,692.1,Yes,625.0,618.75,17302.5,612.5625,17129.475000000002,479002.41000000003,618.75,17129.475000000002,17302.5,27.684,2,50.0,6.541174288923939,0.33802816901408456,0.125,0.34265734265734266,-1.3369216052647475,-1.2345270662424537,False,True,True,False,False,2,0.4981333333333333,0.216,0.0,1.0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False
5527-ACHSO,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,No,121.0,775.5,9122.3,4970.25,58465.649999999994,687738.4899999999,775.5,58465.649999999994,9122.3,75.39090909090909,5,11.0,6.721787081267985,0.14084507042253522,0.5,0.06993006993006994,0.18271078094162607,0.3439501041579225,False,False,False,False,True,0,0.4981333333333333,0.22542222222222222,2.0,1.0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False
3389-KTRXV,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,625.65,No,529.0,548.5500000000001,14389.949999999999,568.8225000000001,14921.7525,391437.9225,548.5500000000001,14921.7525,14389.949999999999,27.202173913043477,2,46.0,6.440388171057531,0.3098591549295775,0.125,0.3146853146853147,-1.36681601286225,-1.2504692325419915,False,True,False,False,True,2,0.4981333333333333,0.22542222222222222,0.0,1.0,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False
6961-VCPMC,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,3605.2,Yes,2116.0,3698.4,165839.19999999998,6464.160000000001,289858.08,12997467.04,3698.4,289858.08,165839.19999999998,78.37391304347825,3,46.0,8.190409865342268,0.6338028169014085,0.25,0.3146853146853147,0.5115492645141531,0.44264867273154174,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,3.0,2.0,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False
8180-AKMJV,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,No,1.0,44.55,44.55,1984.7024999999996,1984.7024999999996,1984.7024999999996,44.55,1984.7024999999996,44.55,44.55,2,1.0,3.8188106237059674,0.0,0.125,0.0,-0.6792446381196942,-0.676482194686399,False,False,True,False,False,0,0.4981333333333333,0.216,1.0,0.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False
5609-CEBID,Female,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,Yes,400.0,1882.0,35648.0,8854.81,167723.84,3176949.7600000002,1882.0,167723.84,35648.0,89.12,6,20.0,7.486276933700779,0.26760563380281693,0.625,0.13286713286713286,0.9666085801650229,0.7982041521209865,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,3.0,2.0,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7233-DRTRF,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,No,3969.0,6451.200000000001,405975.15,10485.760000000002,659870.7200000001,41525780.4025,6451.200000000001,659870.7200000001,405975.15,102.28650793650795,7,63.0,8.771067673295097,0.8732394366197184,0.75,0.4335664335664336,1.2423014502308791,1.2338440329623448,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2111-DWYHN,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,21.1,No,1.0,21.1,21.1,445.21000000000004,445.21000000000004,445.21000000000004,21.1,445.21000000000004,21.1,21.1,1,1.0,3.095577608523707,0.0,0.0,0.0,-1.4581600360768407,-1.4523716905947046,False,True,False,False,True,0,0.5018666666666667,0.22542222222222222,0.0,0.0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False
4462-CYWMH,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,No,3844.0,5567.599999999999,349032.10000000003,8064.039999999999,505533.59,31691833.2025,5567.599999999999,505533.59,349032.10000000003,90.7991935483871,5,62.0,8.635962407303673,0.8591549295774649,0.5,0.42657342657342656,0.8237797438658448,0.8537635822186641,True,False,False,False,False,0,0.5018666666666667,0.21955555555555556,3.0,3.0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7562-GSUHK,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2,1573.7,Yes,256.0,1491.2,25179.2,8686.24,146668.84,2476531.69,1491.2,146668.84,25179.2,98.35625,5,16.0,7.361820056926364,0.2112676056338028,0.5,0.1048951048951049,0.9367141725675209,1.1038036982439328,True,False,True,False,False,0,0.4981333333333333,0.216,3.0,2.0,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False
4896-CPRPF,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,809.25,No,1225.0,890.75,28323.75,647.7025,20595.4125,654885.5625,890.75,20595.4125,28323.75,23.12142857142857,2,70.0,6.697342842021657,0.47887323943661975,0.125,0.48251748251748255,-1.313670399355579,-1.3854887398356275,False,True,False,False,False,2,0.5018666666666667,0.21955555555555556,0.0,1.0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False
7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,4.0,161.3,288.3,6504.422500000001,11625.697500000002,20779.2225,161.3,11625.697500000002,288.3,72.075,3,2.0,4.977767690470639,0.014084507042253521,0.25,0.006993006993006993,0.5198532666245703,0.2342367125577852,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,3.0,0.0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False
9323-HGFWY,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,729.0,2751.3,72391.05,10383.61,273209.185,7188565.322500001,2751.3,273209.185,72391.05,99.30185185185185,6,40.5,7.8943739906893216,0.36619718309859156,0.625,0.27622377622377625,1.2256934460100444,1.1350908003404483,True,False,True,False,False,1,0.4981333333333333,0.216,4.0,2.0,3,False,False,False,False,True,False,False,True,False,False,False,False,True,False
6261-RCVNS,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.9,3160.55,Yes,1764.0,3103.8,132743.1,5461.210000000001,233564.64500000002,9989076.3025,3103.8,233564.64500000002,132743.1,75.25119047619049,7,63.0,8.058817692651166,0.5774647887323944,0.75,0.4335664335664336,0.2956452096433021,0.3393272382499044,False,False,True,False,False,1,0.4981333333333333,0.216,2.0,2.0,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False
6223-DHJGV,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,No,1764.0,867.3,40240.200000000004,426.42249999999996,19784.765,917955.61,867.3,19784.765,40240.200000000004,22.811904761904763,1,63.0,6.865995344733905,0.5774647887323944,0.0,0.4335664335664336,-1.473107239875592,-1.3957299454877827,False,True,False,False,True,1,0.4981333333333333,0.22542222222222222,0.0,1.0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False
8414-MYSHR,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,Yes,25.0,457.0,2248.75,8353.960000000001,41107.15,202275.0625,457.0,41107.15,2248.75,89.95,4,5.0,6.110912862083427,0.056338028169014086,0.375,0.027972027972027975,0.8769253573725161,0.8256663389697666,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,3.0,1.0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False
7814-LEEVE,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,No,1.0,20.3,20.3,412.09000000000003,412.09000000000003,412.09000000000003,20.3,412.09000000000003,20.3,20.3,1,1.0,3.0587070727153796,0.0,0.0,0.0,-1.4847328428301763,-1.4788412682802758,False,True,False,False,False,0,0.4981333333333333,0.21955555555555556,0.0,0.0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False
6034-YMTOB,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,No,25.0,378.25,1997.25,5722.922500000001,30218.3925,159560.3025,378.25,30218.3925,1997.25,79.89,3,5.0,5.992588914769692,0.056338028169014086,0.25,0.027972027972027975,0.3537732244162235,0.49281139957370873,True,False,False,False,True,0,0.4981333333333333,0.22542222222222222,2.0,0.0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1898-JSNDC,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No,1521.0,2285.4,86755.5,3433.96,130355.7,4948400.25,2285.4,130355.7,86755.5,57.03846153846154,4,58.5,7.707736888455909,0.5352112676056339,0.375,0.40209790209790214,-0.21255971951423935,-0.26327681610442927,False,False,True,False,False,1,0.4981333333333333,0.216,2.0,2.0,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3420-ZDBMA,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,No,25.0,357.25,1858.0,5105.1025,26550.820000000003,138086.56000000003,357.25,26550.820000000003,1858.0,74.32000000000001,2,5.0,5.920505458167488,0.056338028169014086,0.125,0.027972027972027975,0.21426598896121207,0.3085169649379195,True,False,False,False,True,0,0.5018666666666667,0.22542222222222222,2.0,0.0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False
5276-KQWHG,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,Yes,4.0,139.2,263.3,4844.159999999999,9162.84,17331.7225,139.2,9162.84,263.3,65.825,2,2.0,4.8877140805837485,0.014084507042253521,0.125,0.006993006993006993,0.15281637334412346,0.02744313688926021,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,2.0,0.0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False
9546-CQJSU,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,Yes,4.0,182.8,387.2,8353.960000000001,17695.04,37480.96,182.8,17695.04,387.2,96.8,5,2.0,5.270946169751904,0.014084507042253521,0.5,0.006993006993006993,0.8769253573725161,1.0523120979024698,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,3.0,0.0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False
1895-QTKDO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,No,1.0,43.95,43.95,1931.6025000000002,1931.6025000000002,1931.6025000000002,43.95,1931.6025000000002,43.95,43.95,2,1.0,3.8055507609176296,0.0,0.125,0.0,-0.6991742431846956,-0.6963343779505772,False,False,True,False,False,0,0.4981333333333333,0.216,1.0,0.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False
5569-IDSEY,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No,5041.0,7504.7,530522.65,11172.49,789806.255,55833025.622499995,7504.7,789806.255,530522.65,105.24154929577465,7,106.5,8.919071875988982,0.9859154929577465,0.75,0.7377622377622378,1.351914278088388,1.331617403991327,True,False,False,False,False,1,0.5018666666666667,0.21955555555555556,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0419-YAAPX,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,No,2401.0,4179.7,210599.55,7276.089999999999,366615.13499999995,18472374.202499997,4179.7,366615.13499999995,210599.55,87.71326530612245,4,49.0,8.366126085816875,0.676056338028169,0.375,0.3356643356643357,0.6743077058783327,0.7516595605427614,True,False,True,False,False,0,0.5018666666666667,0.216,3.0,3.0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1635-NZATJ,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1789.65,No,5041.0,1806.95,127065.15000000001,647.7025,45546.5925,3202847.1225000005,1806.95,45546.5925,127065.15000000001,25.206338028169014,2,142.0,7.490333961411227,0.9859154929577465,0.125,0.986013986013986,-1.313670399355579,-1.316505398794911,False,True,True,False,False,2,0.5018666666666667,0.216,0.0,2.0,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True
8849-PRIQJ,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.4,7281.6,No,4489.0,7329.8,487867.2,11968.36,796607.04,53021698.56,7329.8,796607.04,487867.2,108.68059701492538,8,100.5,8.893243220287545,0.9295774647887325,0.875,0.6958041958041958,1.4748135093225647,1.4454050799493856,True,False,False,True,False,1,0.4981333333333333,0.3390222222222222,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
6115-ZTBFQ,Female,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,No,5184.0,4716.0,354218.39999999997,4290.25,322240.35,24203448.09,4716.0,322240.35,354218.39999999997,68.32916666666667,7,144.0,8.501206075788788,1.0,0.75,1.0,0.016630738733279235,0.11029842954044909,False,False,False,False,False,2,0.4981333333333333,0.21955555555555556,2.0,3.0,4,False,False,True,False,False,False,False,False,True,False,False,False,False,True
3068-OMWZA,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,Yes,1.0,88.8,88.8,7885.44,7885.44,7885.44,88.8,7885.44,88.8,88.8,5,1.0,4.497584975308154,0.0,0.5,0.0,0.7905637354241755,0.7876163210467578,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,3.0,0.0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False
6734-GMPVK,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.3,550.6,No,25.0,526.5,2753.0,11088.09,57978.18,303160.36000000004,526.5,57978.18,2753.0,110.12,7,5.0,6.312823145919147,0.056338028169014086,0.75,0.027972027972027975,1.33862787471172,1.4930305663672305,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,4.0,1.0,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False
2896-TBNBE,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.8,3132.75,No,1600.0,3232.0,125310.0,6528.639999999999,253126.19999999998,9814122.5625,3232.0,253126.19999999998,125310.0,78.31875,4,60.0,8.049985649472504,0.5492957746478874,0.375,0.4125874125874126,0.5248356678908205,0.44082349465064136,True,False,False,True,False,1,0.5018666666666667,0.3390222222222222,3.0,2.0,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False
5130-IEKQT,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.95,2655.25,Yes,625.0,2648.75,66381.25,11225.4025,281323.7375,7050352.5625,2648.75,281323.7375,66381.25,106.21,7,25.0,7.884670632672727,0.33802816901408456,0.75,0.1678321678321678,1.3602182801988052,1.363660505429001,True,False,False,False,True,0,0.5018666666666667,0.22542222222222222,4.0,2.0,3,False,False,False,False,True,False,False,True,False,False,False,False,True,False
5701-YVSVF,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,No,121.0,911.9000000000001,9680.55,6872.410000000001,72956.145,774488.0025,911.9000000000001,72956.145,9680.55,80.00454545454545,4,11.0,6.781114378014739,0.14084507042253522,0.375,0.06993006993006994,0.5945892856183265,0.49660136183323356,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,3.0,1.0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False
5671-RQRLP,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,No,4900.0,5295.5,378798.0,5722.922500000001,409372.41,29283249.959999997,5295.5,409372.41,378798.0,77.30571428571427,3,140.0,8.596447896389488,0.971830985915493,0.25,0.9720279720279721,0.3537732244162235,0.40730521022871136,True,False,True,False,False,2,0.4981333333333333,0.216,2.0,3.0,4,False,False,True,False,False,False,False,False,True,False,False,False,False,True
8148-WOCMK,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,125.0,No,64.0,156.8,1000.0,384.1600000000001,2450.0,15625.0,156.8,2450.0,1000.0,15.625,1,16.0,4.836281906951478,0.09859154929577466,0.0,0.1048951048951049,-1.5079840487393448,-1.6335228628803324,False,True,True,False,False,2,0.5018666666666667,0.216,0.0,0.0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False
